recipe_id,title,description,protein_grams,calories,carbs,fat,fiber,sugar,diet_tags,meal_type,site_name,site_domain,prep_time,prep_time_minutes,cook_time_minutes,total_time_minutes,difficulty,servings,canonical_url,image_url,intent_class
proteinbites-co-apple-cinnamon-protein-balls,Apple Cinnamon Protein Balls,"These autumn-inspired apple cinnamon protein balls are a delicious way to fuel your day, packing an impressive 16 grams of protein per serving to support muscle recovery and keep you energized. Made with wholesome ingredients, they offer a satisfying combination of chewy texture and warm, fragran...",16,150,17,6,3,10,apple;cinnamon;fall;Seasonal,snacks,ProteinBites,proteinbites.co,PT15M,15,0,15,Easy,20 balls,https://proteinbites.co/apple-cinnamon-protein-balls.html,https://proteinbites.co/recipe_images/apple-cinnamon-protein-balls.jpg,quick-snack
proteinbites-co-coffee-protein-balls,Coffee Protein Balls,"These espresso-infused protein balls are the perfect treat for coffee lovers seeking a nutritious, energizing snack. Packed with 17 grams of high-quality protein per serving, they provide sustained energy and help support muscle recovery, making them an ideal post-workout boost or mid-day pick-me...",17,160,14,8,2,6,coffee;espresso;caffeine;Coffee,snacks,ProteinBites,proteinbites.co,PT12M,12,0,12,Easy,18 balls,https://proteinbites.co/coffee-protein-balls.html,https://proteinbites.co/recipe_images/coffee-protein-balls.jpg,quick-snack
proteinbites-co-vegan-protein-balls,Vegan Protein Balls,"These 100% plant-based vegan protein balls are a delicious and nutritious snack that packs a powerful protein punch, providing 16 grams of protein from wholesome pea protein and nutrient-dense whole foods. Perfect for fueling your day, they offer a satisfying combination of creamy, chewy textures...",16,155,16,7,4,8,vegan;plant-based;dairy-free;Vegan,snacks,ProteinBites,proteinbites.co,PT15M,15,0,15,Easy,20 balls,https://proteinbites.co/vegan-protein-balls.html,https://proteinbites.co/recipe_images/vegan-protein-balls.jpg,vegan
proteinbites-co-nut-free-protein-balls,Nut-Free Protein Balls,"These allergy-friendly, nut-free protein balls crafted with creamy sunflower seed butter are the perfect energizing snack to fuel your day. Packed with approximately 15 grams of high-quality protein per serving, they provide sustained energy and help support muscle recovery, making them an ideal ...",15,150,16,7,3,7,nut-free;allergy-friendly;school-safe;Allergy-Friendly,snacks,ProteinBites,proteinbites.co,PT12M,12,0,12,Easy,20 balls,https://proteinbites.co/nut-free-protein-balls.html,https://proteinbites.co/recipe_images/nut-free-protein-balls.jpg,kid-friendly
proteinbites-co-lemon-protein-balls,Lemon Protein Balls,"Bright and zesty lemon protein balls offer a delightful burst of citrus flavor with each bite, making them an irresistible treat. Packed with 15 grams of high-quality protein per serving, these bites are perfect for supporting muscle recovery and keeping you energized throughout the day. Their ch...",15,145,15,6,2,7,lemon;citrus;refreshing;Citrus,snacks,ProteinBites,proteinbites.co,PT15M,15,0,15,Easy,20 balls,https://proteinbites.co/lemon-protein-balls.html,https://proteinbites.co/recipe_images/lemon-protein-balls.jpg,quick-snack
proteinbites-co-trail-mix-protein-balls,Trail Mix Protein Balls,"Loaded trail mix protein balls with nuts, seeds, and dried fruit—perfect for fueling your adventures and satisfying your snack cravings. Packed with 18 grams of high-quality protein per serving, these bites provide a satisfying mix of macros to support muscle recovery and sustained energy. The co...",18,175,17,9,3,9,trail mix;hiking;outdoor;Adventure,snacks,ProteinBites,proteinbites.co,PT15M,15,0,15,Easy,18 balls,https://proteinbites.co/trail-mix-protein-balls.html,https://proteinbites.co/recipe_images/trail-mix-protein-balls.jpg,quick-snack
proteinbites-co-brownie-batter-protein-balls,Brownie Batter Protein Balls,"These rich brownie batter protein balls deliver a decadent treat that tastes just like raw brownie mix, with the added benefit of a hefty 19 grams of protein per serving to fuel your day. Packed with high-quality ingredients, they offer a perfect balance of indulgence and nutrition—ideal for sati...",19,170,15,8,3,6,brownie;chocolate;decadent;Chocolate,snacks,ProteinBites,proteinbites.co,PT12M,12,0,12,Easy,20 balls,https://proteinbites.co/brownie-batter-protein-balls.html,https://proteinbites.co/recipe_images/brownie-batter-protein-balls.jpg,quick-snack
proteinbites-co-gluten-free-sunflower-seed-protein-bites,Gluten-Free Sunflower Seed Protein Bites,"These nut-free and gluten-free protein bites made with sunflower seed butter are a deliciously convenient way to fuel your day, offering approximately 8 grams of high-quality protein per serving to support muscle recovery and sustained energy. With a satisfyingly chewy texture and a subtly nutty,...",8,95,10,5,2,5,gluten-free;nut-free;sunflower-seed;allergy-friendly;Nut-Free,snacks,ProteinBites,proteinbites.co,PT15M,15,0,45,Easy,20 bites,https://proteinbites.co/gluten-free-sunflower-seed-protein-bites.html,https://proteinbites.co/recipe_images/gluten-free-sunflower-seed-protein-bites.jpg,gluten-free
proteinbites-co-dairy-free-tahini-date-protein-bites,Dairy-Free Tahini Date Protein Bites,"Naturally sweetened with dates and made creamy with tahini, these dairy-free protein bites are a wholesome, Middle Eastern-inspired treat. Packed with approximately 7 grams of protein per serving, they provide a satisfying boost to your day, supporting muscle recovery and sustained energy. The ri...",7,85,12,4,2,8,dairy-free;vegan;tahini;date-sweetened;Vegan,snacks,ProteinBites,proteinbites.co,PT10M,10,0,40,Easy,18 bites,https://proteinbites.co/dairy-free-tahini-date-protein-bites.html,https://proteinbites.co/recipe_images/dairy-free-tahini-date-protein-bites.jpg,vegan
proteindonuts-co-classic-glazed-protein-donuts,Classic Glazed Protein Donuts,"A timeless classic, these glazed protein donuts are soft, sweet, and packed with 18g of protein, making them the perfect treat to fuel your day. Whether you're looking for a satisfying post-workout snack or a delicious way to boost your morning protein intake, these donuts deliver both flavor and...",18,150,15,5,2,8,glazed;classic;whey;Baked Donuts,desserts,ProteinDonuts,proteindonuts.co,PT15M,15,12,27,Easy,12 donuts,https://proteindonuts.co/classic-glazed-protein-donuts.html,https://proteindonuts.co/recipe_images/classic-glazed-protein-donuts.jpg,quick-snack
proteindonuts-co-chocolate-frosted-protein-donuts,Chocolate Frosted Protein Donuts,"Indulge your chocolate cravings with these rich, chocolate-frosted protein donuts, boasting 20g of protein per serving. Packed with high-quality whey protein, they provide a satisfying boost to your macros—perfect for supporting muscle recovery and fueling your day. The donuts offer a tender, moi...",20,170,16,7,3,6,chocolate;frosted;whey;Baked Donuts,desserts,ProteinDonuts,proteindonuts.co,PT15M,15,12,27,Easy,12 donuts,https://proteindonuts.co/chocolate-frosted-protein-donuts.html,https://proteindonuts.co/recipe_images/chocolate-frosted-protein-donuts.jpg,quick-snack
proteindonuts-co-cinnamon-sugar-protein-donuts,Cinnamon Sugar Protein Donuts,"Warm and comforting, these cinnamon sugar protein donuts are the perfect guilt-free treat with 17g of protein per serving, making them an ideal choice for fueling your day or post-workout recovery. Rich in high-quality whey protein, they provide a satisfying balance of macros—delivering energy an...",17,160,18,6,2,7,cinnamon;sugar;whey;Baked Donuts,desserts,ProteinDonuts,proteindonuts.co,PT15M,15,12,27,Easy,12 donuts,https://proteindonuts.co/cinnamon-sugar-protein-donuts.html,https://proteindonuts.co/recipe_images/cinnamon-sugar-protein-donuts.jpg,quick-snack
proteindonuts-co-blueberry-protein-donuts,Blueberry Protein Donuts,"Bursting with fresh blueberries, these protein donuts are a fruity and delicious way to get 16g of protein. Packed with high-quality whey protein, they provide a satisfying boost to your daily macros, making them an ideal choice for post-workout recovery or a nutritious snack any time of day. The...",16,140,17,4,3,6,blueberry;fruity;whey;Baked Donuts,desserts,ProteinDonuts,proteindonuts.co,PT15M,15,12,27,Easy,12 donuts,https://proteindonuts.co/blueberry-protein-donuts.html,https://proteindonuts.co/recipe_images/blueberry-protein-donuts.jpg,quick-snack
proteindonuts-co-red-velvet-protein-donuts,Red Velvet Protein Donuts,"A decadent and healthy twist on a classic, these red velvet protein donuts have 19g of protein, making them a satisfying treat that supports your fitness goals. Packed with high-quality whey protein, they deliver a boost of muscle-repairing nutrition while satisfying your sweet tooth. The tender,...",19,165,16,7,2,5,red velvet;decadent;whey;Baked Donuts,desserts,ProteinDonuts,proteindonuts.co,PT15M,15,12,27,Medium,12 donuts,https://proteindonuts.co/red-velvet-protein-donuts.html,https://proteindonuts.co/recipe_images/red-velvet-protein-donuts.jpg,quick-snack
proteindonuts-co-lemon-poppy-seed-protein-donuts,Lemon Poppy Seed Protein Donuts,"Bright and zesty, these lemon poppy seed protein donuts are a refreshing treat with 17g of protein, making them perfect for fueling your day or post-workout recovery. Packed with high-quality whey protein, they deliver a satisfying macros boost while remaining light and tender on the inside with ...",17,155,15,6,2,5,lemon;poppy seed;whey;Baked Donuts,desserts,ProteinDonuts,proteindonuts.co,PT15M,15,12,27,Easy,12 donuts,https://proteindonuts.co/lemon-poppy-seed-protein-donuts.html,https://proteindonuts.co/recipe_images/lemon-poppy-seed-protein-donuts.jpg,quick-snack
proteindonuts-co-maple-bacon-protein-donuts,Maple Bacon Protein Donuts,"A sweet and savory combination, these maple bacon protein donuts are a unique and delicious treat with 22g of protein, making them an excellent choice for supporting muscle recovery and satisfying your hunger. Packed with high-quality whey protein, they offer a satisfying, moist texture with a te...",22,190,14,9,1,6,maple;bacon;savory;whey;Baked Donuts,desserts,ProteinDonuts,proteindonuts.co,PT20M,20,15,35,Medium,12 donuts,https://proteindonuts.co/maple-bacon-protein-donuts.html,https://proteindonuts.co/recipe_images/maple-bacon-protein-donuts.jpg,post-workout
proteindonuts-co-boston-cream-protein-donuts,Boston Cream Protein Donuts,"Indulge in these decadent Boston Cream Protein Donuts, a perfect balance of flavor and fuel, packing an impressive 20 grams of protein per serving. Crafted with high-quality whey protein, they offer a satisfying boost to your daily macros, making them an ideal post-workout treat or a nourishing s...",20,180,17,8,2,6,boston cream;filled;whey;Filled Donuts,desserts,ProteinDonuts,proteindonuts.co,PT25M,25,12,37,Hard,12 donuts,https://proteindonuts.co/boston-cream-protein-donuts.html,https://proteindonuts.co/recipe_images/boston-cream-protein-donuts.jpg,post-workout
proteindonuts-co-jelly-filled-protein-donuts,Jelly-Filled Protein Donuts,"A classic filled donut, these jelly-filled protein donuts are a sweet and satisfying treat with 18g of protein, making them an ideal indulgence for fitness enthusiasts and dessert lovers alike. Packed with high-quality whey protein, they support muscle recovery while satisfying your craving for s...",18,170,19,6,2,8,jelly;filled;whey;Filled Donuts,desserts,ProteinDonuts,proteindonuts.co,PT25M,25,12,37,Hard,12 donuts,https://proteindonuts.co/jelly-filled-protein-donuts.html,https://proteindonuts.co/recipe_images/jelly-filled-protein-donuts.jpg,post-workout
proteindonuts-co-air-fryer-protein-donuts,Air-Fryer Protein Donuts,"Quick and easy, these air-fryer protein donuts are ready in minutes and pack 15g of protein per serving, making them an ideal choice for a satisfying breakfast or post-workout treat. With their tender, moist crumb and subtly sweet flavor, they offer a delightful balance of indulgence and nutritio...",15,130,14,4,2,5,air-fryer;quick;whey;Air-Fryer Donuts,desserts,ProteinDonuts,proteindonuts.co,PT10M,10,8,18,Easy,8 donuts,https://proteindonuts.co/air-fryer-protein-donuts.html,https://proteindonuts.co/recipe_images/air-fryer-protein-donuts.jpg,quick-snack
proteindonuts-co-pumpkin-spice-protein-donuts,Pumpkin Spice Protein Donuts,"Embrace the flavors of fall with these delicious pumpkin spice protein donuts, with 18g of protein per serving. Packed with high-quality whey protein, they provide a satisfying boost to your daily macros, making them an ideal choice for post-workout recovery or a nutritious snack to fuel your day...",18,160,17,6,3,6,pumpkin;spice;fall;whey;Baked Donuts,desserts,ProteinDonuts,proteindonuts.co,PT15M,15,12,27,Easy,12 donuts,https://proteindonuts.co/pumpkin-spice-protein-donuts.html,https://proteindonuts.co/recipe_images/pumpkin-spice-protein-donuts.jpg,quick-snack
proteindonuts-co-gingerbread-protein-donuts,Gingerbread Protein Donuts,"Get into the holiday spirit with these festive gingerbread protein donuts, packed with 19g of muscle-building protein per serving. Not only do they satisfy your sweet tooth, but they also deliver a balanced combination of carbs and healthy fats, making them an excellent choice for post-workout re...",19,165,16,7,2,5,gingerbread;holiday;whey;Baked Donuts,desserts,ProteinDonuts,proteindonuts.co,PT15M,15,12,27,Easy,12 donuts,https://proteindonuts.co/gingerbread-protein-donuts.html,https://proteindonuts.co/recipe_images/gingerbread-protein-donuts.jpg,quick-snack
proteindonuts-co-apple-cider-protein-donuts,Apple Cider Protein Donuts,"A taste of autumn, these apple cider protein donuts are a delicious and healthy treat with 17g of protein per serving, making them perfect for fueling your day or post-workout recovery. Packed with high-quality whey protein, they support muscle repair and help you stay full longer, all while sati...",17,155,18,5,2,8,apple;cider;fall;whey;Baked Donuts,desserts,ProteinDonuts,proteindonuts.co,PT15M,15,12,27,Easy,12 donuts,https://proteindonuts.co/apple-cider-protein-donuts.html,https://proteindonuts.co/recipe_images/apple-cider-protein-donuts.jpg,quick-snack
proteindonuts-co-double-chocolate-protein-donuts,Double Chocolate Protein Donuts,"For the ultimate chocolate lover, these double chocolate protein donuts are rich, decadent, and have 21g of protein per serving, making them the perfect guilt-free indulgence. Packed with high-quality whey protein, they offer a satisfying boost to your daily macros—ideal for muscle recovery or a ...",21,180,16,8,3,5,chocolate;double chocolate;whey;Baked Donuts,desserts,ProteinDonuts,proteindonuts.co,PT15M,15,12,27,Easy,12 donuts,https://proteindonuts.co/double-chocolate-protein-donuts.html,https://proteindonuts.co/recipe_images/double-chocolate-protein-donuts.jpg,quick-snack
proteindonuts-co-strawberry-frosted-protein-donuts,Strawberry Frosted Protein Donuts,"Pretty in pink, these strawberry frosted protein donuts are a sweet and fruity treat with 18g of protein, making them an ideal choice for fueling your day or post-workout recovery. Packed with high-quality whey protein, they offer a satisfying balance of macros that support muscle repair while sa...",18,160,17,6,2,7,strawberry;frosted;whey;Baked Donuts,desserts,ProteinDonuts,proteindonuts.co,PT15M,15,12,27,Easy,12 donuts,https://proteindonuts.co/strawberry-frosted-protein-donuts.html,https://proteindonuts.co/recipe_images/strawberry-frosted-protein-donuts.jpg,quick-snack
proteindonuts-co-vanilla-bean-protein-donuts,Vanilla Bean Protein Donuts,"A simple yet elegant donut, these vanilla bean protein donuts are a delicious treat with 18g of protein per serving, making them an ideal choice for fueling your day or post-workout recovery. Packed with high-quality whey protein, they help support muscle repair while satisfying your sweet tooth ...",18,150,15,5,2,8,vanilla;classic;whey;Baked Donuts,desserts,ProteinDonuts,proteindonuts.co,PT15M,15,12,27,Easy,12 donuts,https://proteindonuts.co/vanilla-bean-protein-donuts.html,https://proteindonuts.co/recipe_images/vanilla-bean-protein-donuts.jpg,quick-snack
proteindonuts-co-cookies-and-cream-protein-donuts,Cookies and Cream Protein Donuts,"A fan favorite, these cookies and cream protein donuts are a delicious and fun treat with 20g of protein, making them an ideal choice for fueling your active lifestyle. Packed with high-quality whey protein and crispy cookie bits, they offer a satisfying crunch with every bite, complemented by a ...",20,175,18,7,2,6,cookies and cream;oreo;whey;Baked Donuts,desserts,ProteinDonuts,proteindonuts.co,PT15M,15,12,27,Easy,12 donuts,https://proteindonuts.co/cookies-and-cream-protein-donuts.html,https://proteindonuts.co/recipe_images/cookies-and-cream-protein-donuts.jpg,quick-snack
proteindonuts-co-pistachio-protein-donuts,Pistachio Protein Donuts,"A unique and nutty flavor, these pistachio protein donuts are a delicious and healthy treat with 19g of protein per serving, making them an ideal choice for fueling your active lifestyle. Packed with high-quality whey protein, they offer a satisfying combination of creamy pistachio richness and a...",19,170,15,8,3,5,pistachio;nutty;whey;Baked Donuts,desserts,ProteinDonuts,proteindonuts.co,PT15M,15,12,27,Easy,12 donuts,https://proteindonuts.co/pistachio-protein-donuts.html,https://proteindonuts.co/recipe_images/pistachio-protein-donuts.jpg,quick-snack
proteindonuts-co-matcha-protein-donuts,Matcha Protein Donuts,"A vibrant and earthy flavor, these matcha protein donuts are a unique and healthy treat with 18g of protein, making them an excellent choice for supporting muscle recovery and maintaining energy levels throughout the day. The tender, slightly chewy interior combined with a delicate, crisp exterio...",18,160,16,6,3,5,matcha;green tea;whey;Baked Donuts,desserts,ProteinDonuts,proteindonuts.co,PT15M,15,12,27,Easy,12 donuts,https://proteindonuts.co/matcha-protein-donuts.html,https://proteindonuts.co/recipe_images/matcha-protein-donuts.jpg,quick-snack
proteindonuts-co-coffee-protein-donuts,Coffee Protein Donuts,"Get your caffeine and protein fix with these delicious coffee-flavored protein donuts, with 19g of protein per serving. Packed with high-quality whey protein, they provide a satisfying boost of essential amino acids to support muscle recovery and keep you energized throughout the day. The tender,...",19,165,15,7,2,5,coffee;mocha;whey;Baked Donuts,desserts,ProteinDonuts,proteindonuts.co,PT15M,15,12,27,Easy,12 donuts,https://proteindonuts.co/coffee-protein-donuts.html,https://proteindonuts.co/recipe_images/coffee-protein-donuts.jpg,quick-snack
proteindonuts-co-carrot-cake-protein-donuts,Carrot Cake Protein Donuts,"Indulge in the irresistible taste of carrot cake with these guilt-free protein donuts, delivering a satisfying 18g of muscle-nourishing protein per serving. Packed with wholesome ingredients, they provide a balanced mix of complex carbs, healthy fats, and fiber, making them an ideal choice for fu...",18,165,17,7,3,6,carrot cake;spiced;whey;Baked Donuts,desserts,ProteinDonuts,proteindonuts.co,PT20M,20,15,35,Medium,12 donuts,https://proteindonuts.co/carrot-cake-protein-donuts.html,https://proteindonuts.co/recipe_images/carrot-cake-protein-donuts.jpg,post-workout
proteindonuts-co-banana-bread-protein-donuts,Banana Bread Protein Donuts,"Indulge in the comforting taste of banana bread transformed into a healthy, protein-packed donut, delivering 17g of muscle-repairing protein per serving. With a moist, tender crumb and a subtle sweetness from ripe bananas, these donuts boast a delightful combination of soft, cake-like texture and...",17,155,18,5,2,8,banana;bread;whey;Baked Donuts,desserts,ProteinDonuts,proteindonuts.co,PT15M,15,12,27,Easy,12 donuts,https://proteindonuts.co/banana-bread-protein-donuts.html,https://proteindonuts.co/recipe_images/banana-bread-protein-donuts.jpg,quick-snack
proteindonuts-co-chocolate-chip-protein-donuts,Chocolate Chip Protein Donuts,"A classic combination, these chocolate chip protein donuts are a delicious and satisfying treat with 19g of protein. Packed with high-quality whey protein, they offer a perfect balance of macronutrients—ideal for fueling your day or aiding muscle recovery. The tender, moist interior is complement...",19,170,16,7,2,6,chocolate chip;classic;whey;Baked Donuts,desserts,ProteinDonuts,proteindonuts.co,PT15M,15,12,27,Easy,12 donuts,https://proteindonuts.co/chocolate-chip-protein-donuts.html,https://proteindonuts.co/recipe_images/chocolate-chip-protein-donuts.jpg,quick-snack
proteindonuts-co-peanut-butter-protein-donuts,Peanut Butter Protein Donuts,"A nutty and delicious treat, these peanut butter protein donuts are packed with 22g of muscle-loving protein per serving, making them an ideal choice for post-workout recovery or a satisfying snack to fuel your day. Their moist, tender crumb is complemented by a rich, peanut butter flavor that de...",22,190,15,10,3,5,peanut butter;nutty;whey;Baked Donuts,desserts,ProteinDonuts,proteindonuts.co,PT15M,15,12,27,Easy,12 donuts,https://proteindonuts.co/peanut-butter-protein-donuts.html,https://proteindonuts.co/recipe_images/peanut-butter-protein-donuts.jpg,quick-snack
proteindonuts-co-coconut-protein-donuts,Coconut Protein Donuts,"A taste of the tropics, these coconut protein donuts are a delicious and healthy treat with 19g of protein per serving, making them perfect for fueling your active lifestyle. Packed with high-quality whey protein and wholesome ingredients, they offer a satisfying balance of macros—ideal for post-...",19,175,15,9,3,5,coconut;tropical;whey;Baked Donuts,desserts,ProteinDonuts,proteindonuts.co,PT15M,15,12,27,Easy,12 donuts,https://proteindonuts.co/coconut-protein-donuts.html,https://proteindonuts.co/recipe_images/coconut-protein-donuts.jpg,quick-snack
proteindonuts-co-gluten-free-baked-protein-donuts,Gluten-Free Baked Protein Donuts,"Light, fluffy baked donuts made with gluten-free flour and protein powder offer a deliciously satisfying way to fuel your day with nearly 12 grams of protein per serving, making them an ideal choice for post-workout recovery or a nutritious snack. Their tender texture melts in your mouth, while t...",12,145,18,4,2,8,gluten-free;baked;glazed;low-fat;Baked,desserts,ProteinDonuts,proteindonuts.co,PT10M,10,15,25,Easy,8 donuts,https://proteindonuts.co/gluten-free-baked-protein-donuts.html,https://proteindonuts.co/recipe_images/gluten-free-baked-protein-donuts.jpg,gluten-free
proteindonuts-co-dairy-free-chocolate-glazed-protein-donuts,Dairy-Free Chocolate Glazed Protein Donuts,"Decadent chocolate donuts with a rich dairy-free chocolate glaze, these treats are not only irresistibly indulgent but also pack a powerful nutritional punch, offering 10 grams of plant-based protein per serving to fuel your day. The tender, fluffy interior melts in your mouth, while the glossy, ...",10,165,22,6,3,10,dairy-free;chocolate;glazed;vegan;Glazed,desserts,ProteinDonuts,proteindonuts.co,PT15M,15,15,30,Easy,8 donuts,https://proteindonuts.co/dairy-free-chocolate-glazed-protein-donuts.html,https://proteindonuts.co/recipe_images/dairy-free-chocolate-glazed-protein-donuts.jpg,vegan
proteindonuts-co-gluten-free-baked-protein-donuts,Gluten-Free Baked Protein Donuts,"Light, fluffy baked donuts made with gluten-free flour and protein powder offer a deliciously satisfying way to fuel your day with nearly 12 grams of protein per serving, making them an ideal choice for post-workout recovery or a nutritious snack. Their tender texture melts in your mouth, while t...",12,145,18,4,2,8,gluten-free;baked;glazed;low-fat;Baked,desserts,ProteinDonuts,proteindonuts.co,PT10M,10,15,25,Easy,8 donuts,https://proteindonuts.co/gluten-free-baked-protein-donuts.html,https://proteindonuts.co/recipe_images/gluten-free-baked-protein-donuts.jpg,gluten-free
proteindonuts-co-dairy-free-chocolate-glazed-protein-donuts,Dairy-Free Chocolate Glazed Protein Donuts,"Decadent chocolate donuts with a rich dairy-free chocolate glaze, these treats are not only irresistibly indulgent but also pack a powerful nutritional punch, offering 10 grams of plant-based protein per serving to fuel your day. The tender, fluffy interior melts in your mouth, while the glossy, ...",10,165,22,6,3,10,dairy-free;chocolate;glazed;vegan;Glazed,desserts,ProteinDonuts,proteindonuts.co,PT15M,15,15,30,Easy,8 donuts,https://proteindonuts.co/dairy-free-chocolate-glazed-protein-donuts.html,https://proteindonuts.co/recipe_images/dairy-free-chocolate-glazed-protein-donuts.jpg,vegan
proteinoatmeal-co-high-protein-oatmeal,High Protein Oatmeal,"This classic high-protein oatmeal packs an impressive 28 grams of muscle-supporting protein per bowl, making it an ideal choice for fueling your busy mornings or post-workout recovery. Richly creamy and warmly comforting, the oats are perfectly complemented by hearty additions like nut butter or ...",28,380,45,10,6,8,high protein;classic;breakfast;Classic,breakfast,ProteinOatmeal,proteinoatmeal.co,PT5M,5,5,10,Easy,1 serving,https://proteinoatmeal.co/high-protein-oatmeal.html,https://proteinoatmeal.co/recipe_images/high-protein-oatmeal.jpg,quick-snack
proteinoatmeal-co-protein-oatmeal-recipe,Protein Oatmeal Recipe,"This ultimate protein oatmeal recipe packs a satisfying 25 grams of muscle-building protein per serving, making it an ideal choice for fueling your day or recovering after a tough workout. With its creamy, velvety texture and naturally sweet flavor, it delivers both comfort and nourishment in eve...",25,350,42,9,5,10,recipe;easy;creamy;Classic,breakfast,ProteinOatmeal,proteinoatmeal.co,PT5M,5,5,10,Beginner,1 serving,https://proteinoatmeal.co/protein-oatmeal-recipe.html,https://proteinoatmeal.co/recipe_images/protein-oatmeal-recipe.jpg,quick-snack
proteinoatmeal-co-protein-powder-in-oatmeal,Protein Powder in Oatmeal,"Learn how to add protein powder to oatmeal perfectly, delivering a satisfying breakfast with 26 grams of muscle-building protein and no clumps guaranteed. This creamy, hearty bowl combines the warm, comforting texture of perfectly cooked oats with a smooth, protein-enriched boost that keeps you e...",26,340,40,8,5,6,protein powder;tips;technique;Tips,breakfast,ProteinOatmeal,proteinoatmeal.co,PT3M,3,5,8,Beginner,1 serving,https://proteinoatmeal.co/protein-powder-in-oatmeal.html,https://proteinoatmeal.co/recipe_images/protein-powder-in-oatmeal.jpg,quick-snack
proteinoatmeal-co-oatmeal-with-protein-powder,Oatmeal with Protein Powder,"This fluffy oatmeal with protein powder delivers a satisfying, creamy texture and a deliciously comforting flavor that will keep you energized all day long. Packed with 24 grams of high-quality protein per serving, it provides the perfect balance of macronutrients to support muscle recovery, boos...",24,360,44,9,6,12,fluffy;protein powder;energy;Classic,breakfast,ProteinOatmeal,proteinoatmeal.co,PT5M,5,5,10,Easy,1 serving,https://proteinoatmeal.co/oatmeal-with-protein-powder.html,https://proteinoatmeal.co/recipe_images/oatmeal-with-protein-powder.jpg,quick-snack
proteinoatmeal-co-high-protein-oatmeal-recipe,High Protein Oatmeal Recipe,"Maximize your protein intake with this 30g protein oatmeal recipe, making it an ideal choice for athletes and fitness enthusiasts looking to fuel their muscles and support recovery. Packed with a balanced mix of complex carbs and high-quality protein, this hearty bowl provides sustained energy an...",30,420,48,12,7,10,high protein;athlete;muscle building;High Protein,breakfast,ProteinOatmeal,proteinoatmeal.co,PT5M,5,5,10,Easy,1 serving,https://proteinoatmeal.co/high-protein-oatmeal-recipe.html,https://proteinoatmeal.co/recipe_images/high-protein-oatmeal-recipe.jpg,high-protein-30g
proteinoatmeal-co-high-protein-baked-oatmeal,High Protein Baked Oatmeal,"This meal prep-friendly baked oatmeal is a powerhouse of nutrition, offering a satisfying 22 grams of protein per serving to fuel your day and support muscle recovery. Packed with wholesome oats, protein-rich ingredients, and a touch of natural sweetness, it delivers a creamy, tender texture with...",22,320,38,10,5,12,baked;meal prep;make ahead;Baked,breakfast,ProteinOatmeal,proteinoatmeal.co,PT10M,10,35,45,Medium,6 servings,https://proteinoatmeal.co/high-protein-baked-oatmeal.html,https://proteinoatmeal.co/recipe_images/high-protein-baked-oatmeal.jpg,meal-prep
proteinoatmeal-co-protein-baked-oatmeal,Protein Baked Oatmeal,"This soft and chewy protein baked oatmeal boasts an impressive 20 grams of protein per slice, making it an ideal choice for fueling your day or supporting muscle recovery. The cake-like texture offers a comforting bite, with a subtly sweet flavor that’s perfectly balanced by wholesome oats and a ...",20,290,35,8,4,10,baked;soft;cake-like;Baked,breakfast,ProteinOatmeal,proteinoatmeal.co,PT10M,10,30,40,Easy,8 servings,https://proteinoatmeal.co/protein-baked-oatmeal.html,https://proteinoatmeal.co/recipe_images/protein-baked-oatmeal.jpg,quick-snack
proteinoatmeal-co-protein-oatmeal-cookies,Protein Oatmeal Cookies,"These soft protein oatmeal cookies are the perfect way to fuel your day, providing a satisfying combination of sweetness and nutrition with 12 grams of protein per cookie. Packed with wholesome oats and high-quality protein powder, they deliver a balanced macro profile that supports muscle recove...",12,180,22,6,3,8,cookies;breakfast;portable;Cookies,breakfast,ProteinOatmeal,proteinoatmeal.co,PT10M,10,12,22,Easy,12 cookies,https://proteinoatmeal.co/protein-oatmeal-cookies.html,https://proteinoatmeal.co/recipe_images/protein-oatmeal-cookies.jpg,quick-snack
proteinoatmeal-co-oatmeal-protein-bars,Oatmeal Protein Bars,"These no-bake oatmeal protein bars are the perfect on-the-go fuel, offering an impressive 15 grams of protein per bar to help support muscle recovery and keep you energized throughout the day. Packed with wholesome oats and a touch of natural sweetness, they deliver a satisfying chewy texture wit...",15,220,26,9,4,10,bars;no-bake;portable;Bars,breakfast,ProteinOatmeal,proteinoatmeal.co,PT15M,15,0,75,Easy,10 bars,https://proteinoatmeal.co/oatmeal-protein-bars.html,https://proteinoatmeal.co/recipe_images/oatmeal-protein-bars.jpg,quick-snack
proteinoatmeal-co-overnight-protein-oats,Overnight Protein Oats,"Prep the night before for grab-and-go protein oats—23g of muscle-boosting protein with zero morning effort. These creamy overnight oats are not only rich in protein but also balanced with healthy carbs and fiber, making them an ideal choice for sustained energy and muscle recovery. The velvety te...",23,340,40,10,6,12,overnight;meal prep;cold;Overnight,breakfast,ProteinOatmeal,proteinoatmeal.co,PT5M,5,0,485,Beginner,1 serving,https://proteinoatmeal.co/overnight-protein-oats.html,https://proteinoatmeal.co/recipe_images/overnight-protein-oats.jpg,meal-prep
